raceId,year,round,circuitId,circuit_name,country,alt,max_pit_duration,mean_pit_duration,min_pit_duration,num_stops,avg_stop_lap,avg_grid_top3,driverId_first_place,driverId_second_place,driverId_third_place,constructorId_first_place,constructorId_second_place,constructorId_third_place,grid_first_place,grid_second_place,grid_third_place,qualifying_position_first_place,qualifying_position_second_place,qualifying_position_third_place,q1_first_place,q1_second_place,q1_third_place,points_first_place,points_second_place,points_third_place,laps_first_place,laps_second_place,laps_third_place,pit_stop_count_first_place,pit_stop_count_second_place,pit_stop_count_third_place,pit_mean_duration_first_place,pit_mean_duration_second_place,pit_mean_duration_third_place,pit_max_duration_first_place,pit_max_duration_second_place,pit_max_duration_third_place,pit_min_duration_first_place,pit_min_duration_second_place,pit_min_duration_third_place,pit_avg_lap_first_place,pit_avg_lap_second_place,pit_avg_lap_third_place
87,2005,17,18,Autódromo José Carlos Pace,Brazil,785,27.139,24.912499999999998,22.556,6,40.333333333333336,2.6666666666666665,31.0,8.0,4.0,1.0,1.0,4.0,2,5,1,2,5,1,72.145,72.781,71.988,10.0,8.0,6.0,71,71,71,2.0,2.0,2.0,24.4875,24.8475,25.4025,25.609,27.139,25.561,23.366,22.556,25.244,41.0,45.0,35.0
88,2005,18,22,Suzuka Circuit,Japan,45,22.96,21.9105,18.899,6,31.166666666666668,12.0,8.0,21.0,4.0,1.0,4.0,4.0,17,3,16,17,3,16,122.309,106.27600000000001,114.667,10.0,8.0,6.0,53,53,53,2.0,2.0,2.0,20.9295,22.621000000000002,22.180999999999997,22.96,22.661,22.38,18.899,22.581,21.982,35.5,29.0,29.0
89,2005,19,17,Shanghai International Circuit,China,5,27.013,24.422,21.745,6,27.333333333333332,4.333333333333333,4.0,8.0,23.0,4.0,1.0,7.0,1,3,9,1,3,9,94.08,94.488,95.723,10.0,8.0,6.0,56,56,56,2.0,2.0,2.0,24.7275,24.487000000000002,24.0515,24.945,27.013,26.358,24.51,21.961,21.745,24.5,24.5,33.0
90,2004,1,1,Albert Park Grand Prix Circuit,Australia,10,22.93,21.470666666666666,20.294,9,27.333333333333332,2.6666666666666665,30.0,22.0,4.0,6.0,6.0,4.0,1,2,5,1,2,5,84.408,84.482,85.699,10.0,8.0,6.0,58,58,58,3.0,3.0,3.0,21.723333333333333,21.194666666666667,21.494,22.93,21.737,22.194,20.919,20.889,20.294,29.0,28.0,25.0
91,2004,2,2,Sepang International Circuit,Malaysia,18,26.339,25.86311111111111,24.883,9,25.555555555555557,3.6666666666666665,30.0,31.0,18.0,6.0,3.0,16.0,1,4,6,1,4,6,93.074,94.054,94.221,10.0,8.0,6.0,56,56,56,3.0,3.0,3.0,26.028333333333332,25.52133333333333,26.039666666666665,26.339,26.062,26.338,25.532,24.883,25.882,25.0,25.666666666666668,26.0
92,2004,3,3,Bahrain International Circuit,Bahrain,7,32.668,28.070666666666668,25.977,9,25.77777777777778,3.0,30.0,22.0,18.0,6.0,6.0,16.0,1,2,6,1,2,6,90.139,90.53,90.856,10.0,8.0,6.0,57,57,57,3.0,3.0,3.0,26.977999999999998,28.375666666666664,28.858333333333334,27.443,32.668,30.593,26.629,25.977,27.31,24.666666666666668,26.666666666666668,26.0
93,2004,4,21,Autodromo Enzo e Dino Ferrari,Italy,37,26.571,24.845666666666666,23.946,9,26.555555555555557,2.0,30.0,18.0,31.0,6.0,16.0,3.0,2,1,3,2,1,3,80.011,79.753,80.212,10.0,8.0,6.0,62,62,62,3.0,3.0,3.0,24.239666666666665,25.560666666666666,24.736666666666668,24.402,26.571,25.137,23.946,24.993,24.127,28.0,26.333333333333332,25.333333333333332
94,2004,5,4,Circuit de Barcelona-Catalunya,Spain,109,27.18,23.531125,20.997,8,26.625,3.3333333333333335,30.0,22.0,15.0,6.0,6.0,4.0,1,5,4,1,5,4,75.022,76.27199999999999,76.144,10.0,8.0,6.0,66,66,66,3.0,2.0,3.0,23.026333333333337,25.9675,22.411666666666665,23.87,27.18,24.338,22.068,24.755,20.997,26.666666666666668,30.0,24.333333333333332
95,2004,6,6,Circuit de Monaco,Monaco,7,26.992,25.546833333333336,23.856,6,33.666666666666664,3.0,15.0,18.0,22.0,4.0,16.0,6.0,1,2,6,1,3,7,73.985,74.396,74.716,10.0,8.0,6.0,77,77,77,2.0,2.0,2.0,24.8765,26.5805,25.183500000000002,25.622,26.992,26.511,24.131,26.169,23.856,33.5,30.0,37.5
96,2004,7,20,Nürburgring,Germany,578,26.588,25.5296,24.87,5,26.6,4.0,30.0,22.0,,6.0,6.0,,1,7,,1,7,,88.351,89.35300000000001,,10.0,8.0,,60,60,,3.0,2.0,,24.997666666666664,26.3275,,25.178,26.588,,24.87,26.067,,26.666666666666668,26.5,
97,2004,8,7,Circuit Gilles Villeneuve,Canada,13,28.169,26.44142857142857,24.416,7,31.571428571428573,5.0,30.0,22.0,18.0,6.0,6.0,16.0,6,7,2,6,7,2,73.355,73.562,72.341,10.0,8.0,6.0,70,70,70,2.0,2.0,3.0,27.367,27.241500000000002,25.291,28.169,27.537,26.553,26.565,26.946,24.416,33.0,31.0,31.0
98,2004,9,19,Indianapolis Motor Speedway,USA,223,28.859,25.282,23.337,6,30.666666666666668,2.0,30.0,22.0,11.0,6.0,6.0,16.0,2,1,3,2,1,3,70.4,70.223,70.601,10.0,8.0,6.0,73,73,73,2.0,2.0,2.0,25.1995,26.3575,24.289,26.625,28.859,25.241,23.774,23.856,23.337,26.5,30.5,35.0
99,2004,10,8,Circuit de Nevers Magny-Cours,France,228,22.102,20.3226,19.036,10,32.6,4.333333333333333,30.0,4.0,22.0,6.0,4.0,6.0,2,1,10,2,1,10,73.971,73.69800000000001,74.478,10.0,8.0,6.0,70,70,70,4.0,3.0,3.0,19.63625,21.066,20.494333333333334,20.443,22.102,20.675,19.036,19.791,20.279,35.0,30.666666666666668,31.333333333333332
100,2004,11,9,Silverstone Circuit,UK,153,24.692,22.989875,21.489,8,26.25,2.3333333333333335,30.0,8.0,22.0,6.0,1.0,6.0,4,1,2,4,1,2,78.71000000000001,78.233,78.305,10.0,8.0,6.0,60,60,60,2.0,3.0,3.0,24.4845,22.399,22.584333333333333,24.692,23.013,23.38,24.277,21.71,21.489,26.0,26.666666666666668,26.0
101,2004,12,10,Hockenheimring,Germany,103,23.811,21.762888888888888,20.49,9,29.77777777777778,6.333333333333333,30.0,18.0,4.0,6.0,16.0,4.0,1,13,5,1,3,6,73.306,73.674,73.874,10.0,8.0,6.0,66,66,66,3.0,3.0,3.0,23.163666666666668,21.026333333333334,21.098666666666666,23.811,21.768,21.514,22.015,20.49,20.585,28.333333333333332,32.666666666666664,28.333333333333332
102,2004,13,11,Hungaroring,Hungary,264,21.983,21.489444444444445,20.989,9,30.77777777777778,2.6666666666666665,30.0,22.0,4.0,6.0,6.0,4.0,1,2,5,1,2,5,79.146,79.32300000000001,79.996,10.0,8.0,6.0,70,70,70,3.0,3.0,3.0,21.592333333333332,21.465333333333334,21.410666666666668,21.983,21.701,21.826,20.989,21.33,21.033,31.666666666666668,30.666666666666668,30.0
103,2004,14,13,Circuit de Spa-Francorchamps,Belgium,401,36.181,33.98616666666667,32.582,6,18.666666666666668,6.0,8.0,30.0,22.0,1.0,6.0,6.0,10,2,6,10,2,6,119.63499999999999,116.304,118.175,10.0,8.0,6.0,44,44,44,2.0,2.0,2.0,34.379999999999995,32.7765,34.802,34.458,32.971,36.181,34.302,32.582,33.423,21.0,23.0,12.0
104,2004,15,14,Autodromo Nazionale di Monza,Italy,162,27.969,26.14657142857143,23.487,7,25.0,3.3333333333333335,22.0,30.0,18.0,6.0,6.0,16.0,1,3,6,1,3,6,80.089,80.637,80.786,10.0,8.0,6.0,53,53,53,3.0,2.0,2.0,24.675,26.7625,27.738,25.981,27.759,27.969,23.487,25.766,27.507,25.333333333333332,25.5,24.0
105,2004,16,17,Shanghai International Circuit,China,5,28.313,25.59275,23.555,8,25.875,2.0,22.0,18.0,8.0,6.0,16.0,1.0,1,3,2,1,3,2,94.012,94.295,94.178,10.0,8.0,6.0,56,56,56,3.0,2.0,3.0,24.162333333333333,28.145,25.32166666666667,25.155,28.313,26.787,23.665,27.977,23.555,27.666666666666668,24.5,25.0
106,2004,17,22,Suzuka Circuit,Japan,45,23.595,22.2385,21.546,8,25.0,2.6666666666666665,30.0,23.0,18.0,6.0,3.0,16.0,1,2,5,1,2,5,93.542,94.032,95.157,10.0,8.0,6.0,53,53,53,3.0,3.0,2.0,21.888,21.758333333333336,23.484499999999997,22.233,22.176,23.595,21.649,21.546,23.374,26.0,24.0,25.0
107,2004,18,18,Autódromo José Carlos Pace,Brazil,785,25.616,24.420666666666666,23.354,9,28.22222222222222,2.0,31.0,8.0,22.0,3.0,1.0,6.0,2,3,1,2,3,1,70.85,70.892,70.646,10.0,8.0,6.0,71,71,71,3.0,3.0,3.0,24.721666666666664,24.644333333333332,23.896,25.048,25.616,24.261,24.115,23.939,23.354,27.666666666666668,29.666666666666668,27.333333333333332
108,2003,1,1,Albert Park Grand Prix Circuit,Australia,10,28.877,24.739333333333335,14.699,6,27.5,9.666666666666666,14.0,31.0,8.0,1.0,3.0,1.0,11,3,15,11,3,15,89.105,88.101,89.47,10.0,8.0,6.0,58,58,58,2.0,2.0,2.0,26.4715,25.9585,21.788,28.352,26.782,28.877,24.591,25.135,14.699,17.0,29.5,36.0
109,2003,2,2,Sepang International Circuit,Malaysia,18,37.35,35.9565,34.879,6,28.0,4.333333333333333,8.0,22.0,4.0,1.0,6.0,4.0,7,5,1,7,5,1,97.858,97.57900000000001,97.044,10.0,8.0,6.0,56,56,56,2.0,2.0,2.0,36.292,35.1085,36.469,37.35,35.338,36.52,35.234,34.879,36.418,29.5,30.0,24.5
110,2003,3,18,Autódromo José Carlos Pace,Brazil,785,40.673,35.665000000000006,24.129,5,23.0,7.333333333333333,21.0,8.0,4.0,17.0,1.0,4.0,8,4,10,8,4,10,74.191,73.866,74.384,10.0,8.0,6.0,54,54,54,1.0,1.0,3.0,40.673,38.447,33.068333333333335,40.673,38.447,39.002,40.673,38.447,24.129,7.0,27.0,27.0
111,2003,4,21,Autodromo Enzo e Dino Ferrari,Italy,37,30.115,25.768250000000002,23.988,8,33.375,3.3333333333333335,30.0,8.0,22.0,6.0,1.0,6.0,1,6,3,1,6,3,82.327,83.148,82.557,10.0,8.0,6.0,62,62,62,3.0,2.0,3.0,24.276666666666667,26.3905,26.845,24.827,27.564,30.115,23.988,25.217,25.105,33.666666666666664,33.0,33.333333333333336
112,2003,5,4,Circuit de Barcelona-Catalunya,Spain,109,29.897,29.143333333333334,28.245,9,34.77777777777778,2.0,30.0,4.0,22.0,6.0,4.0,6.0,1,3,2,1,3,2,77.762,78.233,78.02,10.0,8.0,6.0,65,65,65,3.0,3.0,3.0,29.30933333333333,28.916666666666668,29.203999999999997,29.897,29.523,29.688,28.98,28.245,28.926,34.333333333333336,34.666666666666664,35.333333333333336
113,2003,6,70,Red Bull Ring,Austria,678,40.755,33.72166666666667,29.103,6,34.666666666666664,2.6666666666666665,30.0,8.0,22.0,6.0,1.0,6.0,1,2,5,1,2,5,69.15,69.189,69.784,10.0,8.0,6.0,69,69,69,2.0,2.0,2.0,36.542500000000004,29.22,35.4025,40.755,29.337,39.88,32.33,29.103,30.925,32.5,36.0,35.5
114,2003,7,6,Circuit de Monaco,Monaco,7,29.321,28.6825,27.462,6,40.0,3.3333333333333335,31.0,8.0,30.0,3.0,1.0,6.0,3,2,5,3,2,5,75.41499999999999,75.295,75.644,10.0,8.0,6.0,78,78,78,2.0,2.0,2.0,28.602,29.054000000000002,28.3915,28.692,29.138,29.321,28.512,28.97,27.462,36.0,39.0,45.0
115,2003,8,7,Circuit Gilles Villeneuve,Canada,13,32.485,31.4405,30.229,6,33.166666666666664,2.0,30.0,23.0,31.0,6.0,3.0,3.0,3,1,2,3,1,2,76.047,75.529,75.923,10.0,8.0,6.0,70,70,70,2.0,2.0,2.0,31.9565,30.738500000000002,31.6265,32.485,31.248,32.11,31.428,30.229,31.143,34.5,33.0,32.0
116,2003,9,20,Nürburgring,Germany,578,33.339,32.82183333333333,32.103,6,29.0,4.0,23.0,31.0,22.0,3.0,3.0,6.0,3,4,5,3,4,5,91.619,91.765,91.78,10.0,8.0,6.0,60,60,60,2.0,2.0,2.0,32.573499999999996,32.713,33.179,33.044,32.933,33.339,32.103,32.493,33.019,31.0,29.0,27.0
117,2003,10,8,Circuit de Nevers Magny-Cours,France,228,23.606,20.948333333333334,19.642,9,34.333333333333336,2.0,23.0,31.0,30.0,3.0,3.0,6.0,1,2,3,1,2,3,75.019,75.136,75.48,10.0,8.0,6.0,70,70,70,3.0,3.0,3.0,20.352,21.97,20.523,20.878,23.606,20.712,19.642,20.968,20.325,34.666666666666664,33.666666666666664,34.666666666666664
118,2003,11,9,Silverstone Circuit,UK,153,41.882,35.27816666666667,32.401,6,24.666666666666668,3.6666666666666665,22.0,31.0,8.0,6.0,3.0,1.0,1,7,3,1,7,3,81.209,82.214,81.695,10.0,8.0,6.0,60,60,60,2.0,2.0,2.0,34.465,37.577,33.792500000000004,36.529,41.882,34.107,32.401,33.272,33.478,25.5,25.0,23.5
119,2003,12,10,Hockenheimring,Germany,103,31.207,29.49985714285714,27.638,7,30.285714285714285,5.0,31.0,14.0,15.0,3.0,1.0,4.0,1,10,4,1,10,4,75.167,76.666,75.679,10.0,8.0,6.0,67,67,67,3.0,2.0,2.0,28.128333333333334,30.58,30.477,28.601,30.919,31.207,27.638,30.241,29.747,33.333333333333336,30.0,26.0
120,2003,13,11,Hungaroring,Hungary,264,29.725,28.876222222222225,28.187,9,32.55555555555556,4.0,4.0,8.0,31.0,4.0,1.0,3.0,1,7,4,1,7,4,81.688,82.742,82.18,10.0,8.0,6.0,70,70,70,3.0,3.0,3.0,28.910666666666668,29.27333333333333,28.444666666666667,29.454,29.725,28.598,28.564,28.913,28.187,30.666666666666668,33.0,34.0
121,2003,14,14,Autodromo Nazionale di Monza,Italy,162,31.342,30.253833333333333,29.599,6,23.666666666666668,2.0,30.0,31.0,22.0,6.0,3.0,6.0,1,2,3,1,2,3,80.963,81.014,81.242,10.0,8.0,6.0,53,53,53,2.0,2.0,2.0,30.3555,29.8675,30.5385,30.679,30.136,31.342,30.032,29.599,29.735,24.5,24.0,22.5
122,2003,15,19,Indianapolis Motor Speedway,USA,223,32.4,29.94375,26.871,8,29.875,7.666666666666667,30.0,8.0,49.0,6.0,1.0,15.0,7,1,15,7,1,15,72.194,71.67,73.447,10.0,8.0,6.0,73,73,73,3.0,3.0,2.0,30.521333333333335,28.742333333333335,30.8795,31.332,31.477,32.4,29.106,26.871,29.359,29.666666666666668,27.333333333333332,34.0
123,2003,16,22,Suzuka Circuit,Japan,45,30.416,28.751375,27.104,8,25.375,5.333333333333333,22.0,8.0,14.0,6.0,1.0,1.0,1,8,7,1,8,7,91.713,93.27199999999999,93.137,10.0,8.0,6.0,53,53,53,3.0,2.0,3.0,28.522333333333336,30.323,27.932666666666666,28.59,30.416,28.537,28.425,30.23,27.104,26.0,23.0,26.333333333333332
1,2009,1,1,Albert Park Grand Prix Circuit,Australia,10,35.824,25.589,19.369,6,29.666666666666668,7.666666666666667,18.0,22.0,15.0,23.0,23.0,7.0,1,2,20,1,2,8,85.211,85.006,86.194,10.0,8.0,6.0,58,58,58,2.0,2.0,2.0,26.889,29.009,20.869,27.397,35.824,22.369,26.381,22.194,19.369,33.0,34.5,21.5
2,2009,2,2,Sepang International Circuit,Malaysia,18,29.465,27.21485714285714,25.368,7,22.714285714285715,4.666666666666667,18.0,2.0,10.0,23.0,2.0,7.0,1,10,3,1,11,5,95.05799999999999,95.11,94.907,5.0,4.0,3.0,31,31,31,3.0,1.0,3.0,26.132,29.465,27.547666666666668,27.214,29.465,28.963,25.368,29.465,25.814,23.333333333333332,22.0,22.333333333333332
3,2009,3,17,Shanghai International Circuit,China,5,28.688,27.5215,26.06,6,27.666666666666668,3.0,20.0,17.0,18.0,9.0,9.0,23.0,1,3,5,1,3,5,96.565,95.751,95.533,10.0,8.0,6.0,56,56,56,2.0,2.0,2.0,27.929499999999997,27.374,27.261,27.953,28.688,28.345,27.906,26.06,26.177,26.0,26.5,30.5
4,2009,4,3,Bahrain International Circuit,Bahrain,7,27.965,26.971999999999998,25.776,6,26.666666666666668,2.6666666666666665,18.0,20.0,15.0,23.0,9.0,7.0,4,3,1,4,3,1,92.97800000000001,92.68,92.799,10.0,8.0,6.0,57,57,57,2.0,2.0,2.0,27.8205,26.46,26.6355,27.965,27.144,26.89,27.676,25.776,26.381,26.0,29.5,24.5
5,2009,5,4,Circuit de Barcelona-Catalunya,Spain,109,27.101,24.233857142857143,22.489,7,33.57142857142857,3.0,18.0,22.0,17.0,23.0,23.0,9.0,1,3,5,1,3,5,80.707,80.80799999999999,80.689,10.0,8.0,6.0,66,66,66,2.0,3.0,2.0,25.383499999999998,22.961333333333332,24.993000000000002,25.489,23.332,27.101,25.278,22.489,22.885,33.0,33.333333333333336,34.5
6,2009,6,6,Circuit de Monaco,Monaco,7,25.66,23.2435,22.318,6,33.666666666666664,2.0,18.0,22.0,8.0,23.0,23.0,6.0,1,3,2,1,3,2,75.21000000000001,75.425,75.746,10.0,8.0,6.0,78,78,78,2.0,2.0,2.0,22.5715,22.4825,24.6765,22.604,22.647,25.66,22.539,22.318,23.693,34.0,33.0,34.0
7,2009,7,5,Istanbul Park,Turkey,130,26.656,25.150857142857145,23.227,7,30.428571428571427,2.3333333333333335,18.0,17.0,20.0,23.0,9.0,9.0,2,4,1,2,4,1,87.355,87.46600000000001,87.33,10.0,8.0,6.0,58,58,58,2.0,2.0,3.0,25.567500000000003,25.6715,24.526,26.57,26.656,26.08,24.565,24.687,23.227,30.0,30.5,30.666666666666668
8,2009,8,9,Silverstone Circuit,UK,153,27.231,24.260166666666667,21.993,6,33.0,2.0,20.0,17.0,22.0,9.0,9.0,23.0,1,3,2,1,3,2,78.685,78.674,79.325,10.0,8.0,6.0,60,60,60,2.0,2.0,2.0,24.572499999999998,24.707500000000003,23.5005,25.18,27.231,25.008,23.965,22.184,21.993,32.5,33.5,33.0
9,2009,9,20,Nürburgring,Germany,578,25.645,22.89242857142857,14.009,7,30.142857142857142,4.333333333333333,17.0,20.0,13.0,9.0,9.0,6.0,1,4,8,1,4,8,91.257,91.43,91.6,10.0,8.0,6.0,60,60,60,3.0,2.0,2.0,21.134333333333334,24.546999999999997,23.875,25.645,25.482,24.866,14.009,23.612,22.884,25.333333333333332,32.5,35.0
10,2009,10,11,Hungaroring,Hungary,264,28.191,25.782833333333333,23.902,6,33.166666666666664,4.666666666666667,1.0,8.0,17.0,1.0,6.0,9.0,4,7,3,4,7,3,80.842,81.5,80.964,10.0,8.0,6.0,70,70,70,2.0,2.0,2.0,25.431,26.4335,25.484,26.484,28.191,27.066,24.378,24.676,23.902,33.0,32.0,34.5
11,2009,11,12,Valencia Street Circuit,Spain,4,25.599,21.4195,19.021,6,28.666666666666668,3.3333333333333335,22.0,1.0,8.0,23.0,1.0,6.0,3,1,6,3,1,6,99.019,98.649,98.843,10.0,8.0,6.0,57,57,57,2.0,2.0,2.0,19.9965,23.9085,20.3535,20.972,25.599,20.989,19.021,22.218,19.718,30.0,26.5,29.5
12,2009,12,13,Circuit de Spa-Francorchamps,Belgium,401,27.093,24.913166666666665,23.333,6,23.5,5.0,8.0,21.0,20.0,6.0,10.0,9.0,6,1,8,6,1,8,105.57900000000001,105.102,105.372,10.0,8.0,6.0,44,44,44,2.0,2.0,2.0,24.881999999999998,24.6445,25.213,25.922,25.144,27.093,23.842,24.145,23.333,22.5,22.5,25.5
13,2009,13,14,Autodromo Nazionale di Monza,Italy,162,27.644,26.738,25.617,4,28.25,4.666666666666667,22.0,18.0,8.0,23.0,23.0,6.0,5,6,3,5,6,3,83.483,83.40299999999999,83.349,10.0,8.0,6.0,53,53,53,1.0,1.0,2.0,27.403,27.644,25.9525,27.403,27.644,26.288,27.403,27.644,25.617,29.0,28.0,28.0
14,2009,14,15,Marina Bay Street Circuit,Singapore,18,26.059,23.69366666666667,21.361,6,33.5,4.0,1.0,10.0,4.0,1.0,7.0,4.0,1,6,5,1,7,6,106.977,107.77000000000001,107.757,10.0,8.0,6.0,61,61,61,2.0,2.0,2.0,23.5715,23.799500000000002,23.71,24.714,25.897,26.059,22.429,21.702,21.361,33.0,32.0,35.5
15,2009,15,22,Suzuka Circuit,Japan,45,29.989,25.797833333333333,23.765,6,27.5,2.0,20.0,15.0,1.0,9.0,7.0,1.0,1,2,3,1,2,3,90.883,91.063,90.917,10.0,8.0,6.0,53,53,53,2.0,2.0,2.0,27.6525,25.1845,24.5565,29.989,26.604,25.285,25.316,23.765,23.828,29.0,27.5,26.0
16,2009,16,18,Autódromo José Carlos Pace,Brazil,785,25.614,24.939666666666668,24.056,6,31.666666666666668,9.0,17.0,9.0,1.0,9.0,2.0,1.0,2,8,17,2,8,18,84.72200000000001,83.072,85.19200000000001,10.0,8.0,6.0,71,71,71,2.0,2.0,2.0,25.534,24.191000000000003,25.094,25.614,24.326,25.129,25.454,24.056,25.059,39.0,34.5,21.5
17,2009,17,24,Yas Marina Circuit,UAE,3,26.418,24.747333333333334,22.369,6,29.666666666666668,3.3333333333333335,20.0,17.0,18.0,9.0,9.0,23.0,2,3,5,2,3,5,100.666,100.667,100.378,10.0,8.0,6.0,55,55,55,2.0,2.0,2.0,24.9485,24.9,24.3935,25.65,25.748,26.418,24.247,24.052,22.369,30.5,29.0,29.5
337,2010,1,3,Bahrain International Circuit,Bahrain,7,23.201,23.131666666666664,23.04,3,16.0,3.0,4.0,13.0,1.0,6.0,6.0,1.0,3,2,4,3,2,4,114.612,115.313,115.34100000000001,25.0,18.0,15.0,49,49,49,1.0,1.0,1.0,23.154,23.04,23.201,23.154,23.04,23.201,23.154,23.04,23.201,16.0,17.0,15.0
338,2010,2,1,Albert Park Grand Prix Circuit,Australia,10,29.415,26.965999999999998,24.188,3,7.333333333333333,6.0,18.0,9.0,13.0,1.0,4.0,6.0,4,9,5,4,9,5,84.89699999999999,85.588,85.548,25.0,18.0,15.0,58,58,58,1.0,1.0,1.0,27.295,24.188,29.415,27.295,24.188,29.415,27.295,24.188,29.415,6.0,8.0,8.0
339,2010,3,2,Sepang International Circuit,Malaysia,18,25.565,23.489666666666665,21.802,3,23.0,2.0,20.0,17.0,3.0,9.0,9.0,131.0,3,1,2,3,1,2,107.632,111.886,112.56,25.0,18.0,15.0,56,56,56,1.0,1.0,1.0,23.102,25.565,21.802,23.102,25.565,21.802,23.102,25.565,21.802,23.0,24.0,22.0
340,2010,4,17,Shanghai International Circuit,China,5,27.671,24.544,22.968,8,22.5,5.0,18.0,1.0,3.0,1.0,1.0,131.0,5,6,4,5,6,4,96.122,95.64099999999999,95.952,25.0,18.0,15.0,56,56,56,2.0,4.0,2.0,23.799500000000002,24.94625,24.484,24.093,27.671,24.547,23.506,22.968,24.421,29.0,16.0,29.0
341,2010,5,4,Circuit de Barcelona-Catalunya,Spain,109,24.513,21.80675,20.396,4,25.75,2.3333333333333335,17.0,4.0,20.0,9.0,6.0,9.0,1,4,2,1,4,2,81.412,81.957,81.68,25.0,18.0,15.0,66,66,66,1.0,1.0,2.0,20.56,20.396,23.1355,20.56,20.396,24.513,20.56,20.396,21.758,17.0,16.0,35.0
342,2010,6,6,Circuit de Monaco,Monaco,7,25.801,25.468,25.115,3,22.0,2.0,17.0,20.0,9.0,9.0,9.0,4.0,1,3,2,1,3,2,75.035,75.11,75.045,25.0,18.0,15.0,78,78,78,1.0,1.0,1.0,25.488,25.115,25.801,25.488,25.115,25.801,25.488,25.115,25.801,23.0,22.0,21.0
343,2010,7,5,Istanbul Park,Turkey,130,26.004,23.68975,21.754,4,22.25,2.3333333333333335,1.0,18.0,17.0,1.0,1.0,9.0,2,4,1,2,4,1,87.667,87.555,87.5,25.0,18.0,15.0,58,58,58,1.0,1.0,2.0,24.26,21.754,24.372500000000002,24.26,21.754,26.004,24.26,21.754,22.741,15.0,17.0,28.5
344,2010,8,7,Circuit Gilles Villeneuve,Canada,13,22.79,21.988166666666668,21.277,6,16.833333333333332,2.6666666666666665,1.0,18.0,4.0,1.0,1.0,6.0,1,4,3,1,5,4,75.889,76.371,76.17099999999999,25.0,18.0,15.0,70,70,70,2.0,2.0,2.0,22.310499999999998,22.234,21.42,22.79,22.568,21.563,21.831,21.9,21.277,16.5,16.5,17.5
345,2010,9,12,Valencia Street Circuit,Spain,4,25.971,21.11425,14.668,4,14.0,3.6666666666666665,20.0,1.0,18.0,9.0,1.0,1.0,1,3,7,1,3,7,98.324,98.697,98.36,25.0,18.0,15.0,57,57,57,1.0,2.0,1.0,21.197,20.319499999999998,22.621,21.197,25.971,22.621,21.197,14.668,22.621,10.0,18.5,9.0
346,2010,10,9,Silverstone Circuit,UK,153,19.926,19.594333333333335,19.164,3,16.0,3.6666666666666665,17.0,1.0,3.0,9.0,1.0,131.0,2,4,5,2,4,5,90.858,91.297,91.626,25.0,18.0,15.0,52,52,52,1.0,1.0,1.0,19.164,19.926,19.693,19.164,19.926,19.693,19.164,19.926,19.693,17.0,16.0,15.0
347,2010,11,10,Hockenheimring,Germany,103,19.136,18.836,18.348,3,13.0,2.0,4.0,13.0,20.0,6.0,6.0,9.0,2,3,1,2,3,1,74.80799999999999,75.216,75.152,25.0,18.0,15.0,67,67,67,1.0,1.0,1.0,19.024,19.136,18.348,19.024,19.136,18.348,19.024,19.136,18.348,13.0,14.0,12.0
348,2010,12,11,Hungaroring,Hungary,264,21.73,19.0975,13.272,4,26.0,2.0,17.0,4.0,20.0,9.0,6.0,9.0,2,3,1,2,3,1,81.132,81.27799999999999,80.417,25.0,18.0,15.0,70,70,70,1.0,1.0,2.0,20.688,21.73,16.986,20.688,21.73,20.7,20.688,21.73,13.272,43.0,15.0,23.0
349,2010,13,13,Circuit de Spa-Francorchamps,Belgium,401,27.933,22.569666666666667,20.597,6,29.0,2.0,1.0,17.0,9.0,1.0,9.0,4.0,2,1,3,2,1,3,116.706,117.352,116.041,25.0,18.0,15.0,44,44,44,2.0,2.0,2.0,22.14,21.239,24.33,23.115,21.881,27.933,21.165,20.597,20.727,29.5,28.5,29.0
350,2010,14,14,Autodromo Nazionale di Monza,Italy,162,22.955,22.619333333333334,22.154,3,37.0,2.0,4.0,18.0,13.0,6.0,1.0,6.0,1,2,3,1,2,3,82.646,83.08500000000001,82.42099999999999,25.0,18.0,15.0,53,53,53,1.0,1.0,1.0,22.154,22.955,22.749,22.154,22.955,22.749,22.154,22.955,22.749,37.0,36.0,38.0
351,2010,15,15,Marina Bay Street Circuit,Singapore,18,35.767,32.37366666666667,30.236,3,20.333333333333332,2.6666666666666665,4.0,20.0,17.0,6.0,9.0,9.0,1,2,5,1,2,5,106.541,106.96000000000001,107.088,25.0,18.0,15.0,61,61,61,1.0,1.0,1.0,30.236,31.118,35.767,30.236,31.118,35.767,30.236,31.118,35.767,29.0,29.0,3.0
352,2010,16,22,Suzuka Circuit,Japan,45,22.071,21.892,21.705,3,24.333333333333332,2.3333333333333335,20.0,17.0,4.0,9.0,9.0,6.0,1,2,4,1,2,5,92.035,92.476,92.555,25.0,18.0,15.0,53,53,53,1.0,1.0,1.0,21.9,22.071,21.705,21.9,22.071,21.705,21.9,22.071,21.705,24.0,25.0,24.0
353,2010,17,35,Korean International Circuit,Korea,0,27.61,25.19366666666666,23.923,3,31.333333333333332,4.333333333333333,4.0,1.0,13.0,6.0,1.0,6.0,3,4,6,3,4,6,97.144,97.113,97.515,25.0,18.0,15.0,55,55,55,1.0,1.0,1.0,27.61,23.923,24.048,27.61,23.923,24.048,27.61,23.923,24.048,32.0,31.0,31.0
